2020-04-02 18:27:01.572 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.kexin.admin.AdminApplicationTests], using SpringBootContextLoader
2020-04-02 18:30:11.987 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener]
2020-04-02 18:30:11.987 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@2f17e30d, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@3e821657, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@1d131e1b, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@71cf1b07, org.springframework.test.context.support.DirtiesContextTestExecutionListener@615091b8, org.springframework.test.context.transaction.TransactionalTestExecutionListener@4fce136b, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@4aa83f4f, org.springframework.test.context.event.EventPublishingTestExecutionListener@43b6123e, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@260e86a1, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@19648c40, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@12bd8a64, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@61e94def, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@3300f4fd]
2020-04-02 18:50:27.130 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.kexin.admin.AdminApplicationTests], using SpringBootContextLoader
2020-04-02 18:50:27.137 [main] INFO  o.s.test.context.support.AbstractContextLoader - Could not detect default resource locations for test class [com.kexin.admin.AdminApplicationTests]: no resource found for suffixes {-context.xml, Context.groovy}.
2020-04-02 18:50:27.138 [main] INFO  o.s.t.c.support.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.kexin.admin.AdminApplicationTests]: AdminApplicationTests does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2020-04-02 18:50:27.222 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.kexin.AdminApplication for test class com.kexin.admin.AdminApplicationTests
2020-04-02 18:50:27.292 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener]
2020-04-02 18:50:27.306 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@1c32386d, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@6399551e, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@13d73fa, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@5023bb8b, org.springframework.test.context.support.DirtiesContextTestExecutionListener@5d5f10b2, org.springframework.test.context.transaction.TransactionalTestExecutionListener@74c79fa2, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@1e0f9063, org.springframework.test.context.event.EventPublishingTestExecutionListener@53bd8fca, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@7642df8f, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@3e30646a, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@5cde6747, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@63a270c9, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@37c7595]
2020-04-02 18:50:27.335 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.kexin.admin.AdminApplicationTests], using SpringBootContextLoader
2020-04-02 18:50:27.336 [main] INFO  o.s.test.context.support.AbstractContextLoader - Could not detect default resource locations for test class [com.kexin.admin.AdminApplicationTests]: no resource found for suffixes {-context.xml, Context.groovy}.
2020-04-02 18:50:27.337 [main] INFO  o.s.t.c.support.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.kexin.admin.AdminApplicationTests]: AdminApplicationTests does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2020-04-02 18:50:27.339 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.kexin.AdminApplication for test class com.kexin.admin.AdminApplicationTests
2020-04-02 18:50:27.341 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener]
2020-04-02 18:50:27.342 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@57ea113a, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@acdb094, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@674bd420, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@2b0f373b, org.springframework.test.context.support.DirtiesContextTestExecutionListener@2ceb80a1, org.springframework.test.context.transaction.TransactionalTestExecutionListener@4b45dcb8, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@7216fb24, org.springframework.test.context.event.EventPublishingTestExecutionListener@2072acb2, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@50ecde95, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@35a9782c, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@70a36a66, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@45815ffc, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@732f29af]
2020-04-02 20:14:54.052 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.kexin.admin.AdminApplicationTests], using SpringBootContextLoader
2020-04-02 20:14:54.058 [main] INFO  o.s.test.context.support.AbstractContextLoader - Could not detect default resource locations for test class [com.kexin.admin.AdminApplicationTests]: no resource found for suffixes {-context.xml, Context.groovy}.
2020-04-02 20:14:54.059 [main] INFO  o.s.t.c.support.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.kexin.admin.AdminApplicationTests]: AdminApplicationTests does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2020-04-02 20:14:54.141 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.kexin.AdminApplication for test class com.kexin.admin.AdminApplicationTests
2020-04-02 20:14:54.210 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener]
2020-04-02 20:14:54.224 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@13f95696, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@cd1d761, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@68be8808, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@32193bea, org.springframework.test.context.support.DirtiesContextTestExecutionListener@6b8d96d9, org.springframework.test.context.transaction.TransactionalTestExecutionListener@69653e16, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@758705fa, org.springframework.test.context.event.EventPublishingTestExecutionListener@ebaa6cb, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@906d29b, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@49d3c823, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@436bc36, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@5fe1ce85, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@604c5de8]
2020-04-02 20:14:54.252 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.kexin.admin.AdminApplicationTests], using SpringBootContextLoader
2020-04-02 20:14:54.253 [main] INFO  o.s.test.context.support.AbstractContextLoader - Could not detect default resource locations for test class [com.kexin.admin.AdminApplicationTests]: no resource found for suffixes {-context.xml, Context.groovy}.
2020-04-02 20:14:54.253 [main] INFO  o.s.t.c.support.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.kexin.admin.AdminApplicationTests]: AdminApplicationTests does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2020-04-02 20:14:54.256 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.kexin.AdminApplication for test class com.kexin.admin.AdminApplicationTests
2020-04-02 20:14:54.258 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener]
2020-04-02 20:14:54.258 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@5e1fa5b1, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@6b00f608, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@2f17e30d, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@3e821657, org.springframework.test.context.support.DirtiesContextTestExecutionListener@1d131e1b, org.springframework.test.context.transaction.TransactionalTestExecutionListener@71cf1b07, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@615091b8, org.springframework.test.context.event.EventPublishingTestExecutionListener@4fce136b, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@4aa83f4f, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@43b6123e, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@260e86a1, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@19648c40, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@12bd8a64]
